n,x,y,val,a1,a2
2589,55.844014,37.409595,4.025956491,4.025956491,4.773356943
2590,55.872989,37.412364,1.654930874,1.654930874,4.879027026
2591,55.88456,37.446401,0.708075398,0.708075398,6.177940941
2592,55.8214,37.61271,5.876461178,5.876461178,7.475404706
2593,55.753154,37.553435,8.538965423,8.538965423,9.737446669
2594,55.662267,37.40548,1.101677925,1.101677925,4.616321048
2595,55.87252,37.800947,0.291937934,1.693309166,0.291937934
2596,55.671151,37.44386,1.828656064,1.828656064,6.080971753
2597,55.86084,37.531923,2.649084117,2.649084117,9.441616229
2598,55.807885,37.670244,5.279802474,6.982394265,5.279802474
2599,55.807677,37.38335,3.77179994,6.999414915,3.77179994
2600,55.736425,37.80652,0.079262103,7.170030564,0.079262103
2601,55.758073,37.308485,0.914815182,8.941487425,0.914815182
2602,55.875581,37.451519,1.442827392,1.442827392,6.373253143
2603,55.873223,37.28785,0.127345998,1.635782643,0.127345998
2604,55.651939,37.629401,0.256537198,0.256537198,6.838445745
2605,55.803483,37.719293,3.408003297,7.342610133,3.408003297
2606,55.818693,37.759203,1.884965006,6.097975115,1.884965006
2607,55.831363,37.64263,5.061188418,5.061188418,6.33360301
2608,55.727476,37.540096,6.437733471,6.437733471,9.753512796
2609,55.774189,37.473712,7.220178445,9.739739535,7.220178445
2610,55.660716,37.738185,0.974759522,0.974759522,2.687050168
2611,55.77751,37.319202,1.323795422,9.467981948,1.323795422
2612,55.737847,37.738986,2.656482549,7.286392891,2.656482549
2613,55.670788,37.577328,1.798951757,1.798951757,8.82564627
2614,55.812429,37.485365,6.610558531,6.610558531,7.664878149
2615,55.758523,37.739094,2.652361072,8.978310946,2.652361072
2616,55.699846,37.364915,3.068286763,4.176769268,3.068286763
2617,55.787622,37.768141,1.543874646,8.640516511,1.543874646
2618,55.684643,37.536378,2.932707061,2.932707061,9.611627144
2619,55.799108,37.512089,7.700616589,7.700616589,8.684714664
2620,55.810696,37.799731,0.338342708,6.752370003,0.338342708
2621,55.844467,37.631938,3.98888748,3.98888748,6.741629204
2622,55.746091,37.561019,7.9609998,7.9609998,9.448027415
2623,55.692814,37.689265,3.601340376,3.601340376,4.55392647
2624,55.665264,37.515115,1.346922577,1.346922577,8.800192336
2625,55.673714,37.41427,2.038386475,2.038386475,4.951763458
2626,55.71801,37.443897,5.663130245,5.663130245,6.08238374
2627,55.806346,37.672359,5.199090222,7.108330708,5.199090222
2628,55.828427,37.46304,5.301441436,5.301441436,6.812915487
2629,55.843219,37.571541,4.091011378,4.091011378,9.046488731
2630,55.840456,37.326728,1.61100129,4.317107799,1.61100129
2631,55.803025,37.518203,7.380088295,7.380088295,8.91803604
2632,55.676737,37.568942,2.285758708,2.285758708,9.145671305
2633,55.671486,37.357801,1.85606913,1.85606913,2.796803566
2634,55.667795,37.516132,1.554034426,1.554034426,8.839002908
2635,55.687717,37.672331,3.184252626,3.184252626,5.200158753
2636,55.751815,37.653872,5.904587814,8.42939499,5.904587814
2637,55.665858,37.49124,1.395529625,1.395529625,7.88907885
2638,55.707194,37.413167,4.778056455,4.778056455,4.909670969
2639,55.696753,37.332288,1.823181017,3.923668932,1.823181017
2640,55.793385,37.502304,8.168929949,8.168929949,8.311301242
2641,55.728508,37.450404,6.330702712,6.52218208,6.330702712
2642,55.855642,37.427072,3.074436702,3.074436702,5.440311095
2643,55.800548,37.452978,6.42893124,7.582781321,6.42893124
2644,55.873961,37.490658,1.575392068,1.575392068,7.86686867
2645,55.695332,37.731902,2.926820891,3.807388435,2.926820891
2646,55.790681,37.38915,3.993138505,8.390198397,3.993138505
2647,55.666386,37.754248,1.438735889,1.438735889,2.074056831
2648,55.715337,37.808147,0.01717282,5.444398529,0.01717282
2649,55.737356,37.419429,5.148640294,7.246214337,5.148640294
2650,55.65417,37.382057,0.439100033,0.439100033,3.722456705
2651,55.712703,37.800739,0.299875592,5.228858184,0.299875592
2652,55.79752,37.675611,5.074987979,7.830562704,5.074987979
2653,55.687848,37.310962,1.009342014,3.194972362,1.009342014
2654,55.796041,37.620118,7.192701933,7.951589344,7.192701933
2655,55.833797,37.39962,4.392692774,4.862014083,4.392692774
2656,55.882748,37.785925,0.856351444,0.856351444,0.865204814
2657,55.703206,37.582374,4.451718226,4.451718226,8.63308172
2658,55.840597,37.53127,4.305569762,4.305569762,9.41669656
2659,55.820485,37.592592,5.951335671,5.951335671,8.243144229
2660,55.803175,37.661039,5.63108204,7.367813788,5.63108204
2661,55.697382,37.707355,3.863579121,3.975140032,3.863579121
2662,55.731821,37.500447,6.793285026,6.793285026,8.240434739
2663,55.753811,37.708857,3.806260065,8.592727764,3.806260065
2664,55.671761,37.737669,1.878572393,1.878572393,2.706741667
2665,55.745051,37.50803,7.87589655,7.87589655,8.529815831
2666,55.666236,37.306486,0.838529701,1.426461382,0.838529701
2667,55.844283,37.507404,4.003944208,4.003944208,8.505926531
2668,55.784279,37.50144,8.278329428,8.914074359,8.278329428
2669,55.655169,37.593906,0.52084825,0.52084825,8.192999595
2670,55.695028,37.33536,1.940414132,3.782512101,1.940414132
2671,55.83369,37.336245,1.974187344,4.870769898,1.974187344
2672,55.73626,37.380554,3.665099488,7.156528606,3.665099488
2673,55.6736,37.781485,1.034643301,2.02905785,1.034643301
2674,55.829681,37.64476,5.198826557,5.198826557,6.252318331
2675,55.698395,37.564677,4.058033869,4.058033869,9.308431473
2676,55.787629,37.463922,6.846574213,8.639943701,6.846574213
2677,55.697541,37.3931,3.988151009,3.988151009,4.143877699
2678,55.889261,37.44974,0.323392346,0.323392346,6.305363262
2679,55.874504,37.757609,1.530958353,1.530958353,1.945794949
2680,55.81795,37.748348,2.299211577,6.158774841,2.299211577
2681,55.688155,37.656644,3.220094186,3.220094186,5.798803245
2682,55.863556,37.690786,2.426833709,2.426833709,4.495882339
2683,55.741265,37.469795,7.07069859,7.566087992,7.07069859
2684,55.842545,37.304595,0.766365697,4.14616483,0.766365697
2685,55.857927,37.463302,2.887455045,2.887455045,6.822913884
2686,55.669928,37.768808,1.518420711,1.728577917,1.518420711
2687,55.736564,37.492682,7.18140494,7.18140494,7.944108196
2688,55.723394,37.495577,6.103703219,6.103703219,8.054586669
2689,55.725278,37.434134,5.709809878,6.257871028,5.709809878
2690,55.843412,37.419305,4.075218179,4.075218179,5.143908228
2691,55.851738,37.486154,3.393901207,3.393901207,7.694987826
2692,55.745092,37.767029,1.586310591,7.879251582,1.586310591
2693,55.815282,37.324109,1.51105548,6.377097406,1.51105548
2694,55.815715,37.501542,6.341664996,6.341664996,8.282221934
2695,55.891939,37.721775,0.10425148,0.10425148,3.313285656
2696,55.886272,37.487225,0.567982357,0.567982357,7.735859137
2697,55.715683,37.334952,1.924844109,5.472711725,1.924844109
2698,55.841995,37.484283,4.191171356,4.191171356,7.623587059
2699,55.762711,37.651968,5.977247922,9.321015184,5.977247922
2700,55.841727,37.356378,2.742499294,4.213101809,2.742499294
2701,55.770712,37.68108,4.866280978,9.975737391,4.866280978
2702,55.718461,37.576772,5.700035596,5.700035596,8.846864243
2703,55.821925,37.394509,4.197647705,5.833500403,4.197647705
2704,55.736937,37.544351,7.211927548,7.211927548,9.915891346
2705,55.847557,37.391232,3.736032634,3.736032634,4.072591417
2706,55.855428,37.802161,0.245609482,3.091948333,0.245609482
2707,55.803321,37.79941,0.350592653,7.355866601,0.350592653
2708,55.793306,37.350321,2.511353142,8.175394523,2.511353142
2709,55.669858,37.354064,1.722849813,1.722849813,2.654192839
2710,55.675508,37.345725,2.18518958,2.18518958,2.335961411
2711,55.681648,37.588241,2.687626069,2.687626069,8.409186314
2712,55.881498,37.679649,0.958639003,0.958639003,4.920890544
2713,55.823344,37.601977,5.717383566,5.717383566,7.884995535
2714,55.717641,37.570672,5.632934957,5.632934957,9.079651354
2715,55.681306,37.719617,2.659640193,2.659640193,3.395638867
2716,55.80336,37.713514,3.628540463,7.352675229,3.628540463
2717,55.7875,37.767672,1.56177254,8.650499777,1.56177254
2718,55.833018,37.501297,4.92575969,4.92575969,8.272872288
2719,55.717436,37.421759,5.237557338,5.616159798,5.237557338
2720,55.815131,37.64473,6.253463185,6.389453744,6.253463185
2721,55.666832,37.697255,1.47523209,1.47523209,4.249013517
2722,55.654179,37.388034,0.439836504,0.439836504,3.950549912
2723,55.717458,37.71744,3.478717152,5.617960059,3.478717152
2724,55.730481,37.591725,6.683632763,6.683632763,8.276230528
2725,55.667303,37.336901,1.513774043,1.513774043,1.999221499
2726,55.877222,37.646854,1.308544284,1.308544284,6.172407477
2727,55.68116,37.432057,2.647693006,2.647693006,5.630547775
2728,55.867116,37.4374,2.135518741,2.135518741,5.834446386
2729,55.814931,37.674959,5.099869487,6.405819753,5.099869487
2730,55.793517,37.540034,8.158128383,8.158128383,9.751146763
2731,55.754731,37.336111,1.96907366,8.668011407,1.96907366
2732,55.848312,37.315437,1.180116165,3.674250948,1.180116165
2733,55.740639,37.40869,4.738820494,7.514862382,4.738820494
2734,55.677349,37.542266,2.335838697,2.335838697,9.836323948
2735,55.722292,37.489114,6.013526507,6.013526507,7.807946818
2736,55.875232,37.611103,1.471386078,1.471386078,7.536730753
2737,55.776045,37.39274,4.130139443,9.587862967,4.130139443
2738,55.68429,37.78352,0.956983995,2.903821054,0.956983995
2739,55.784498,37.402963,4.520267743,8.896153579,4.520267743
2740,55.781428,37.527912,9.147371823,9.147371823,9.288549164
2741,55.748897,37.604504,7.788560612,8.190614912,7.788560612
2742,55.736177,37.499775,7.149736712,7.149736712,8.214789995
2743,55.869796,37.361494,1.916214215,1.916214215,2.937735172
2744,55.752593,37.606753,7.702734676,8.493058766,7.702734676
2745,55.820844,37.342565,2.215370055,5.921958684,2.215370055
2746,55.819969,37.452362,5.993559975,5.993559975,6.405423558
2747,55.768804,37.778511,1.148136558,9.819605661,1.148136558
2748,55.851073,37.721587,3.320460079,3.448318188,3.320460079
2749,55.817356,37.463834,6.207381889,6.207381889,6.843215973
2750,55.834057,37.805719,0.109829722,4.840738271,0.109829722
2751,55.817779,37.786217,0.854061563,6.172767779,0.854061563
2752,55.689187,37.484417,3.304542795,3.304542795,7.628700743
2753,55.733941,37.489962,6.966764726,6.966764726,7.840308042
2754,55.870623,37.408395,1.848540766,1.848540766,4.727562757
2755,55.65619,37.38643,0.604396728,0.604396728,3.88933835
2756,55.733942,37.630681,6.789598614,6.966846556,6.789598614
2757,55.758848,37.709916,3.765846696,9.004905711,3.765846696
2758,55.889118,37.365083,0.335094043,0.335094043,3.074697949
2759,55.659488,37.45761,0.874272224,0.874272224,6.605696797
2760,55.715927,37.757996,1.931026324,5.492678257,1.931026324
2761,55.878081,37.412209,1.238252274,1.238252274,4.873111944
2762,55.72005,37.499344,5.830063541,5.830063541,8.19834225
2763,55.709315,37.610616,4.951617985,4.951617985,7.55531556
2764,55.875232,37.554552,1.471386078,1.471386078,9.694819914
2765,55.811407,37.688039,4.600712863,6.694188839,4.600712863
2766,55.665149,37.398555,1.337512121,1.337512121,4.352050435
2767,55.715551,37.682789,4.801062425,5.461910159,4.801062425
2768,55.808991,37.388217,3.957533525,6.891890233,3.957533525
2769,55.696357,37.788815,0.754917151,3.891264233,0.754917151
2770,55.869485,37.338798,1.941663359,1.941663359,2.071614474
2771,55.649375,37.751398,0.046724957,0.046724957,2.182818022
2772,55.81719,37.332255,1.821921677,6.220965676,1.821921677
2773,55.677917,37.629744,2.382318163,2.382318163,6.825356241
2774,55.856137,37.479402,3.033930829,3.033930829,7.437319208
2775,55.824116,37.306611,0.843299929,5.65421077,0.843299929
2776,55.774886,37.40179,4.475503927,9.682703992,4.475503927
2777,55.806126,37.365119,3.076071775,7.126333318,3.076071775
2778,55.749046,37.715044,3.570152876,8.202807589,3.570152876
2779,55.838418,37.728372,3.061532121,4.483877435,3.061532121
2780,55.858193,37.559245,2.865688252,2.865688252,9.515726487
2781,55.655199,37.727046,0.523303152,0.523303152,3.112134696
2782,55.73391,37.60516,6.964227995,6.964227995,7.763526458
2783,55.81613,37.706715,3.888002687,6.307705526,3.888002687
2784,55.799159,37.688579,4.580105479,7.696443257,4.580105479
2785,55.855391,37.790742,0.681379321,3.094976044,0.681379321
2786,55.821563,37.531736,5.86312288,5.86312288,9.434479969
2787,55.764494,37.456538,6.564787324,9.466918158,6.564787324
2788,55.875761,37.465793,1.428097983,1.428097983,6.917974981
2789,55.83329,37.507656,4.903501917,4.903501917,8.51554331
2790,55.888297,37.576354,0.402276512,0.402276512,8.862815884
2791,55.72241,37.329756,1.726555285,6.023182452,1.726555285
2792,55.675745,37.762513,1.758649377,2.204583301,1.758649377
2793,55.767778,37.772963,1.359858343,9.735648033,1.359858343
2794,55.775026,37.529114,9.334419673,9.671247785,9.334419673
2795,55.886616,37.75387,0.539832821,0.539832821,2.088481999
2796,55.774663,37.504266,8.386174735,9.700952093,8.386174735
2797,55.68143,37.488656,2.669787119,2.669787119,7.790468703
2798,55.688851,37.383953,3.277047899,3.277047899,3.794811519
2799,55.789845,37.40324,4.530838568,8.458608316,4.530838568
2800,55.849865,37.622776,3.547168885,3.547168885,7.091267812
2801,55.810023,37.450247,6.324711306,6.807441624,6.324711306
2802,55.650909,37.498302,0.172252249,0.172252249,8.158577633
2803,55.845262,37.457146,3.923832592,3.923832592,6.587989712
2804,55.866487,37.500493,2.186989841,2.186989841,8.242190183
2805,55.79672,37.617893,7.277611986,7.896026742,7.277611986
2806,55.816971,37.444339,6.099251265,6.238886457,6.099251265
2807,55.772549,37.337029,2.004106212,9.873940812,2.004106212
2808,55.823466,37.736932,2.73486693,5.7074003,2.73486693
2809,55.659133,37.714978,0.845222557,0.845222557,3.572671556
2810,55.74228,37.78082,1.060020913,7.64914549,1.060020913
2811,55.79084,37.630023,6.814709092,8.377187419,6.814709092
2812,55.783433,37.609744,7.588592668,8.983302579,7.588592668
2813,55.888957,37.318359,0.348268681,0.348268681,1.291625007
2814,55.800143,37.312186,1.056052083,7.615922491,1.056052083
2815,55.805422,37.666566,5.420161653,7.183941672,5.420161653
2816,55.762435,37.534619,9.298430091,9.298430091,9.5445005
2817,55.863509,37.514001,2.430679721,2.430679721,8.757680067
2818,55.725082,37.767606,1.56429122,6.241832338,1.56429122
2819,55.755328,37.315269,1.173704979,8.716863945,1.173704979
2820,55.805262,37.642572,6.335816396,7.197034479,6.335816396
2821,55.65488,37.423181,0.497199367,0.497199367,5.291823448
2822,55.874105,37.392235,1.563608541,1.563608541,4.110867723
2823,55.797187,37.382079,3.723296265,7.85781211,3.723296265
2824,55.659678,37.50732,0.889819933,0.889819933,8.502720938
2825,55.803573,37.684365,4.740919395,7.335245429,4.740919395
2826,55.686898,37.617091,3.117233817,3.117233817,7.308217767
2827,55.733437,37.387993,3.948985277,6.925522383,3.948985277
2828,55.826142,37.544419,5.488423094,5.488423094,9.91848635
2829,55.690965,37.480516,3.450036619,3.450036619,7.479831477
2830,55.723731,37.609907,6.131279945,6.131279945,7.582372291
2831,55.706998,37.717105,3.491501362,4.762017765,3.491501362
2832,55.684118,37.68057,2.889746286,2.889746286,4.885743507
2833,55.684038,37.582463,2.883199882,2.883199882,8.629685318
2834,55.798134,37.451489,6.372108288,7.780319055,6.372108288
2835,55.655913,37.535728,0.581729805,0.581729805,9.58682196
2836,55.664227,37.332273,1.262064818,1.262064818,1.822608589
2837,55.876637,37.779855,1.09684707,1.356414862,1.09684707
2838,55.777158,37.770063,1.470527625,9.496786125,1.470527625
2839,55.680978,37.390131,2.632799938,2.632799938,4.030575251
2840,55.733512,37.782498,0.995985376,6.931659636,0.995985376
2841,55.881037,37.382784,0.996362654,0.996362654,3.75020035
2842,55.662433,37.799081,0.363147892,1.115261713,0.363147892
2843,55.763465,37.722937,3.26894162,9.382715039,3.26894162
2844,55.761753,37.367331,3.160485724,9.242621998,3.160485724
2845,55.730676,37.477341,6.699589622,6.699589622,7.358667694
2846,55.798682,37.350078,2.502079819,7.73547619,2.502079819
2847,55.752721,37.760839,1.822532266,8.503533012,1.822532266
2848,55.689356,37.801894,0.255798689,3.318372073,0.255798689
2849,55.78262,37.720873,3.347707619,9.049830407,3.347707619
2850,55.746114,37.796478,0.462483113,7.962881891,0.462483113
2851,55.870865,37.783593,0.954198182,1.828737894,0.954198182
2852,55.695842,37.544112,3.849121759,3.849121759,9.90677067
2853,55.668959,37.740753,1.649284601,1.649284601,2.58905061
2854,55.778194,37.345957,2.344814953,9.412010196,2.344814953
2855,55.767567,37.615094,7.384426924,9.718381893,7.384426924
2856,55.884372,37.741067,0.723459447,0.723459447,2.577067798
2857,55.763764,37.40434,4.572816571,9.407182223,4.572816571
2858,55.767895,37.375206,3.461010067,9.745222148,3.461010067
2859,55.734469,37.306908,0.85463399,7.009970991,0.85463399
2860,55.751782,37.683306,4.781332763,8.426694598,4.781332763
2861,55.786071,37.487613,7.750665924,8.767434914,7.750665924
2862,55.827752,37.622379,5.356676718,5.356676718,7.106418055
2863,55.669075,37.465844,1.658776886,1.658776886,6.919921234
2864,55.87028,37.700062,1.876608472,1.876608472,4.141893284
2865,55.834518,37.409631,4.774730768,4.803014619,4.774730768
2866,55.773493,37.776594,1.22129277,9.796693248,1.22129277
2867,55.674108,37.394002,2.070627514,2.070627514,4.178299662
2868,55.725103,37.333698,1.876989185,6.243550769,1.876989185
2869,55.749877,37.591771,8.270808358,8.270808358,8.274475084
2870,55.673698,37.362343,2.037077194,2.037077194,2.970134559
2871,55.868665,37.771831,1.403057525,2.008763998,1.403057525
2872,55.665894,37.767375,1.398475506,1.398475506,1.573106601
2873,55.683031,37.306763,0.849100526,2.800797025,0.849100526
2874,55.812829,37.715848,3.539470772,6.577826512,3.539470772
2875,55.735621,37.573044,7.104239206,7.104239206,8.989131513
2876,55.766886,37.730436,2.982766121,9.662655631,2.982766121
2877,55.818112,37.565085,6.145518373,6.145518373,9.29286145
2878,55.74482,37.549116,7.85699381,7.85699381,9.902267575
2879,55.679428,37.663739,2.505963365,2.505963365,5.528045123
2880,55.72445,37.79108,0.668480625,6.190115749,0.668480625
2881,55.758582,37.681698,4.842696972,8.983138919,4.842696972
2882,55.853955,37.587561,3.212483992,3.212483992,8.435136352
2883,55.651827,37.581055,0.247372233,0.247372233,8.683417162
2884,55.705911,37.791259,0.661649659,4.673068504,0.661649659
2885,55.762044,37.674115,5.132078064,9.266434542,5.132078064
2886,55.816958,37.321334,1.405156425,6.239950247,1.405156425
2887,55.76844,37.651356,6.000602957,9.789819524,6.000602957
2888,55.756351,37.645609,6.219918944,8.800576084,6.219918944
2889,55.876781,37.700846,1.344631335,1.344631335,4.111974416
2890,55.859813,37.785387,0.885735874,2.733123576,0.885735874
2891,55.71273,37.780309,1.079521603,5.231067596,1.079521603
2892,55.663205,37.452328,1.178434509,1.178434509,6.404126056
2893,55.691349,37.445416,3.481459357,3.481459357,6.140351547
2894,55.667629,37.754362,1.540450638,1.540450638,2.069706383
2895,55.787113,37.617016,7.311079903,8.682168005,7.311079903
2896,55.672675,37.372283,1.953365056,1.953365056,3.349463063
2897,55.664991,37.681863,1.324582974,1.324582974,4.836400272
2898,55.700136,37.559179,4.200499982,4.200499982,9.518245167
2899,55.688578,37.567363,3.254708296,3.254708296,9.205928821
2900,55.669719,37.766967,1.588676624,1.711475437,1.588676624
2901,55.888795,37.458097,0.361525148,0.361525148,6.624281604
2902,55.86983,37.313888,1.121003503,1.913431993,1.121003503
2903,55.757679,37.377479,3.547751887,8.909246386,3.547751887
2904,55.758718,37.637694,6.521969761,8.994267805,6.521969761
2905,55.888933,37.478664,0.350232602,0.350232602,7.409155784
2906,55.859219,37.799155,0.360323918,2.781730624,0.360323918
2907,55.699665,37.747004,2.350501065,4.161958029,2.350501065
2908,55.73189,37.64531,6.231329329,6.7989313,6.231329329
2909,55.82676,37.464844,5.437852125,5.437852125,6.881759413
2910,55.826075,37.693366,4.39742484,5.493905707,4.39742484
2911,55.702627,37.403242,4.404338629,4.404338629,4.530914892
2912,55.728695,37.366986,3.147319895,6.537484299,3.147319895
2913,55.737602,37.690024,4.524961647,7.266344529,4.524961647
2914,55.664482,37.618794,1.28293148,1.28293148,7.243228185
2915,55.882443,37.603853,0.881309608,0.881309608,7.813403958
2916,55.86759,37.344655,2.096731299,2.096731299,2.295128262
2917,55.696276,37.789103,0.743926546,3.884635999,0.743926546
2918,55.688129,37.608228,3.217966605,3.217966605,7.64644599
2919,55.713847,37.679401,4.930354676,5.322471758,4.930354676
2920,55.893091,37.55172,0.009983266,0.009983266,9.802894193
2921,55.65596,37.423919,0.585575818,0.585575818,5.319986872
2922,55.814185,37.343415,2.247807603,6.466864968,2.247807603
2923,55.710299,37.615317,5.032138751,5.032138751,7.375916838
2924,55.847077,37.679181,3.775311056,3.775311056,4.938750277
2925,55.795083,37.515799,8.029982529,8.029982529,8.826295021
2926,55.764939,37.643507,6.300135093,9.503332529,6.300135093
2927,55.775199,37.77002,1.472168584,9.657091187,1.472168584
2928,55.665822,37.306736,0.848070157,1.392583743,0.848070157
2929,55.793568,37.381839,3.714137428,8.153955051,3.714137428
2930,55.67698,37.329922,1.732890147,2.305643409,1.732890147
2931,55.774,37.606,7.731470528,9.755205414,7.731470528
2932,55.667406,37.786398,0.847154273,1.522202538,0.847154273
2933,55.753925,37.361355,2.932430679,8.602056389,2.932430679
2934,55.815572,37.446679,6.188549927,6.353366693,6.188549927
2935,55.84333,37.601084,4.081928243,4.081928243,7.919074042
2936,55.7808,37.497973,8.146022393,9.198761093,8.146022393
2937,55.78095,37.626131,6.963234901,9.186486586,6.963234901
2938,55.717527,37.59063,5.623606332,5.623606332,8.318017722
2939,55.832883,37.808316,0.010723472,4.936806746,0.010723472
2940,55.733084,37.80548,0.118950397,6.896636376,0.118950397
2941,55.757554,37.490277,7.852329016,8.89901763,7.852329016
2942,55.827223,37.744376,2.450790331,5.399964813,2.450790331
2943,55.672001,37.434099,1.898211604,1.898211604,5.708474214
2944,55.77688,37.796637,0.456415384,9.519534878,0.456415384
2945,55.865116,37.349922,2.299178835,2.299178835,2.496126575
2946,55.837195,37.673841,4.583955583,4.583955583,5.142534403
2947,55.742057,37.325087,1.548377741,7.630897389,1.548377741
2948,55.74651,37.698777,4.190931225,7.995286589,4.190931225
2949,55.711048,37.796414,0.46492547,5.093429456,0.46492547
2950,55.736238,37.686917,4.643530426,7.154728345,4.643530426
2951,55.819864,37.400546,4.428030621,6.00215213,4.428030621
2952,55.764409,37.290385,0.224086215,9.459962604,0.224086215
2953,55.83018,37.444441,5.157993364,5.157993364,6.103143771
2954,55.839598,37.487676,4.387317979,4.387317979,7.753070119
2955,55.826421,37.401214,4.453522718,5.465592511,4.453522718
2956,55.857317,37.664382,2.937371373,2.937371373,5.503507071
2957,55.837868,37.566925,4.528883961,4.528883961,9.222643698
2958,55.767957,37.514852,8.790155777,9.750295611,8.790155777
2959,55.788638,37.626703,6.941406339,8.557377183,6.941406339
2960,55.808602,37.790039,0.708207081,6.923722122,0.708207081
2961,55.824537,37.650435,5.61976032,5.61976032,6.035749994
2962,55.868992,37.762153,1.772387633,1.982005573,1.772387633
2963,55.682216,37.733885,2.734105536,2.734105536,2.851145999
2964,55.89142,37.700719,0.146721275,0.146721275,4.116820968
2965,55.76227,37.333007,1.850619366,9.284928133,1.850619366
2966,55.77035,37.427965,5.474389602,9.946114914,5.474389602
2967,55.709992,37.648105,5.007016927,5.007016927,6.124667038
2968,55.816836,37.792346,0.620167759,6.249933513,0.620167759
2969,55.745342,37.770527,1.45282054,7.899709094,1.45282054
2970,55.693482,37.691811,3.656002848,3.656002848,4.456766473
2971,55.784759,37.688505,4.582929454,8.874795936,4.582929454
2972,55.747675,37.35275,2.604048206,8.090618594,2.604048206
2973,55.781514,37.61339,7.449454668,9.140334439,7.449454668
2974,55.815232,37.616223,6.381188909,6.381188909,7.341342228
2975,55.696618,37.739826,2.624426619,3.912621876,2.624426619
2976,55.872349,37.511044,1.707302104,1.707302104,8.644835561
2977,55.785995,37.660228,5.662031277,8.773653998,5.662031277
2978,55.828916,37.791916,0.636577343,5.261426543,0.636577343
2979,55.764998,37.793588,0.572770777,9.508160501,0.572770777
2980,55.848679,37.614478,3.644219321,3.644219321,7.407934606
2981,55.883897,37.502178,0.762328719,0.762328719,8.306492852
2982,55.783671,37.361862,2.951778722,8.963827028,2.951778722
2983,55.680586,37.526461,2.600722559,2.600722559,9.233176361
2984,55.710678,37.602199,5.063152339,5.063152339,7.876523611
2985,55.716361,37.378256,3.577403622,5.528192497,3.577403622
2986,55.656238,37.328202,0.608324571,0.608324571,1.667251815
2987,55.870452,37.680549,1.862533704,1.862533704,4.886544905
2988,55.85025,37.801974,0.252745743,3.515664317,0.252745743
2989,55.851166,37.721082,3.339731799,3.440707994,3.339731799
2990,55.699887,37.599604,4.1801243,4.1801243,7.975553537
2991,55.693941,37.652312,3.693562839,3.693562839,5.964120256
2992,55.876197,37.359668,1.392420083,1.392420083,2.868051686
2993,55.835769,37.579227,4.70064523,4.70064523,8.753176972
2994,55.704557,37.600205,4.56227062,4.56227062,7.952618283
2995,55.831253,37.740097,2.614084765,5.070189723,2.614084765
2996,55.673549,37.410251,2.024884517,2.024884517,4.798391098
2997,55.703373,37.515934,4.465383844,4.465383844,8.831446867
2998,55.814041,37.805048,0.135436304,6.478648495,0.135436304
2999,55.656342,37.642094,0.616834896,0.616834896,6.354057746
3000,55.82769,37.539588,5.361750181,5.361750181,9.73412659
3001,55.666997,37.34043,1.488734048,1.488734048,2.133894567
3002,55.811916,37.784585,0.916341655,6.652537345,0.916341655
3003,55.878586,37.66791,1.1969281,1.1969281,5.368872166
3004,55.692483,37.355943,2.725898902,3.574254631,2.725898902
3005,55.767123,37.48248,7.554781295,9.682049352,7.554781295
3006,55.861584,37.550521,2.588202562,2.588202562,9.848650216
3007,55.887178,37.483609,0.493844335,0.493844335,7.597865991
3008,55.727346,37.629717,6.427095565,6.427095565,6.82638661
3009,55.84544,37.310123,0.977324246,3.909266844,0.977324246
3010,55.726716,37.543529,6.375542636,6.375542636,9.884522328
3011,55.837125,37.799739,0.338037414,4.589683686,0.338037414
3012,55.730052,37.69876,4.191579976,6.648527673,4.191579976
3013,55.824128,37.752025,2.15889056,5.653228809,2.15889056
3014,55.864781,37.430002,2.326591901,2.326591901,5.552125232
3015,55.825515,37.562511,5.539730534,5.539730534,9.391089978
3016,55.656159,37.309014,0.601859997,0.601859997,0.935002786
3017,55.807511,37.758981,1.89343693,7.012998703,1.89343693
3018,55.849369,37.493216,3.587756588,3.587756588,7.964486609
3019,55.884048,37.774164,0.749972382,0.749972382,1.314025996
3020,55.834343,37.291876,0.280985491,4.817334877,0.280985491
3021,55.667365,37.770251,1.463353203,1.518847506,1.463353203
3022,55.79267,37.514695,8.227438433,8.227438433,8.784164371
3023,55.662071,37.499886,1.085639236,1.085639236,8.219025958
3024,55.843935,37.688482,4.032421065,4.032421065,4.583807176
3025,55.782596,37.533315,9.051794328,9.051794328,9.494737485
3026,55.79458,37.3028,0.697865228,8.071143043,0.697865228
3027,55.821554,37.665994,5.441990215,5.863859351,5.441990215
3028,55.700915,37.379199,3.61339022,4.264245588,3.61339022
3029,55.844147,37.313245,1.096465452,4.015073095,1.096465452
3030,55.74935,37.634007,6.662672396,8.227683923,6.662672396
3031,55.834171,37.601953,4.831409645,4.831409645,7.885911419
3032,55.723455,37.292764,0.314873188,6.108694852,0.314873188
3033,55.870411,37.749111,1.865888736,1.865888736,2.270094107
3034,55.804551,37.745481,2.408621519,7.255215643,2.408621519
3035,55.7454,37.773745,1.330015799,7.904455237,1.330015799
3036,55.818166,37.373609,3.400065638,6.14109955,3.400065638
3037,55.802476,37.321788,1.422481892,7.425012991,1.422481892
3038,55.721726,37.549731,5.9672107,5.9672107,9.878798055
3039,55.658593,37.317107,0.801034332,0.801034332,1.243846406
